values,condition,replicate
9.257151334,D,1
10.78652707,D,1
9.584705874,D,1
4.228284433,D,1
10.15219487,D,1
9.370129106,D,1
7.399642113,D,1
8.44826452,D,1
7.644064133,D,1
8.651543952,D,1
7.955169489,D,1
11.08132625,D,1
9.845334288,D,1
7.93561237,D,1
10.05377519,D,1
10.46877823,D,1
9.628331715,D,1
9.088840209,D,1
8.216417384,D,1
12.24097006,D,1
10.48833852,D,1
8.643031384,D,1
6.484345195,D,1
8.372422675,D,1
7.265922203,D,1
8.46844085,D,1
6.789004596,D,1
8.766361304,D,1
7.23704398,D,1
9.9751197,D,1
8.379101314,D,1
7.698511548,D,1
8.599027363,D,1
7.931218278,D,1
10.19759683,D,1
9.663713434,D,1
9.61002474,D,1
9.796666196,D,1
6.432315954,D,1
8.559478984,D,1
9.200075611,D,1
9.96878818,D,1
8.739152549,D,1
8.950041594,D,1
8.864342981,D,1
8.120347534,D,1
6.632408819,D,1
12.80988186,D,2
10.16745804,D,2
13.49998299,D,2
12.61951854,D,2
11.25432315,D,2
12.41123662,D,2
10.02081218,D,2
9.896784965,D,2
12.37029203,D,2
7.835444135,D,2
11.40624797,D,2
10.51200941,D,2
12.31019273,D,2
10.06600131,D,2
11.2165816,D,2
15.0663767,D,2
11.1496483,D,2
10.07063587,D,2
11.30436748,D,2
9.165575078,D,2
13.26672237,D,2
11.8324146,D,2
12.14776448,D,2
10.65794098,D,2
10.08459654,D,2
10.8646789,D,2
8.708174943,D,2
13.36478644,D,2
13.19276168,D,2
12.67332177,D,2
9.973410808,D,2
13.65781938,D,2
11.03150852,D,2
14.26162565,D,2
9.114380177,D,2
12.4387183,D,2
11.04012297,D,2
11.68741728,D,2
12.91792882,D,2
13.65224026,D,2
9.702756347,D,2
11.65110823,D,2
6.906475379,D,2
9.964193648,D,2
14.29886057,D,2
7.204190065,D,2
12.41348301,D,2
9.568002508,D,2
11.0144612,D,2
8.5481436,D,2
11.67758334,D,2
9.808863608,D,2
12.68330552,D,2
12.15605905,D,2
14.93678569,D,2
12.04925641,D,2
10.33127785,D,2
10.43424581,D,2
11.96739544,D,2
10.91309536,D,2
7.8294202,D,2
7.814981932,D,2
11.96653474,D,2
13.28272866,D,2
13.82119763,D,2
7.997948292,D,2
9.904492939,D,2
11.09417159,D,2
9.505964335,D,2
10.95783385,D,2
10.1214162,D,2
8.418303759,D,2
12.86158045,D,2
14.37312832,D,2
12.72841389,D,2
11.90200453,D,2
13.6098309,D,2
13.5297709,D,2
12.01712482,D,2
15.62011512,D,2
11.32618479,D,2
9.463810428,D,2
12.36533934,D,2
10.90397135,D,2
9.625796028,D,2
8.14006116,D,2
8.826478265,D,2
9.827826786,D,2
13.35044346,D,2
10.44812582,D,2
9.104436746,D,2
8.219630641,D,2
8.979837873,D,2
9.497873388,D,2
9.363176638,D,2
11.95379457,D,2
9.753591833,D,2
14.98518116,D,2
9.927414894,D,2
12.46739665,D,2
10.73463763,D,2
11.89426342,D,2
8.255604114,D,2
9.19712925,D,2
14.97826502,D,2
12.6902882,D,2
13.6995748,D,2
11.56502687,D,2
9.041456078,D,2
9.423135959,D,2
11.89086127,D,2
10.57761609,D,2
9.110121143,D,2
11.50083544,D,2
12.71831656,D,2
10.16583641,D,2
10.58356734,D,2
13.84692269,D,2
8.645046256,D,2
10.47948373,D,2
10.86505451,D,2
10.31399251,D,2
8.506645518,D,2
13.19255705,D,2
11.23993557,D,2
14.6314909,D,2
10.89567126,D,2
11.22470176,D,2
9.761857408,D,2
11.53360909,D,2
11.14659874,D,2
8.450861637,D,2
11.7708536,D,2
10.61333944,D,2
11.79850611,D,2
10.27190427,D,2
13.1070926,D,2
10.73532148,D,2
13.52378342,D,2
9.008249233,D,2
9.934853283,D,2
13.23614556,D,2
10.64314268,D,2
10.41223741,D,2
9.934817747,D,2
7.102712081,D,2
8.264419103,D,2
13.45262583,D,2
11.69410677,D,2
10.4025475,D,2
11.81330082,D,2
11.16253636,D,2
9.978369009,D,2
7.445282825,D,2
11.75079023,D,2
14.7137091,D,2
9.808501804,D,2
12.28753903,D,2
12.28670993,D,2
12.92659678,D,2
8.496803183,D,2
11.82979386,D,2
8.306712124,D,2
11.93470395,D,2
10.30993873,D,2
8.896191605,D,2
12.33908567,D,2
13.43189869,D,2
11.12948098,D,2
10.27945812,D,2
15.16435165,D,2
9.543411819,D,2
8.662433363,D,2
12.74993382,D,2
11.88722718,D,2
12.03878302,D,2
13.32059246,D,2
13.72743395,D,2
12.54965296,D,2
7.587894913,D,2
14.76336956,D,2
11.32843043,D,2
9.131092834,D,2
12.8898111,D,2
10.39147409,D,2
11.94990497,D,2
9.195516482,D,2
12.98215421,D,2
11.58770298,D,2
14.71165108,D,2
14.48335077,D,2
12.46749451,D,2
9.857642831,D,2
11.09590595,D,2
12.36424714,D,2
13.84957178,D,2
4.537489539,D,2
6.5580622,D,2
12.29800426,D,2
13.78900067,D,2
8.139355309,D,2
10.07554763,D,2
5.879940184,D,2
10.74964674,D,2
5.061918526,D,2
12.08655952,D,2
8.205316861,D,2
13.32505536,D,2
10.38376538,D,2
9.75183745,D,2
13.48887622,D,2
11.66842859,D,2
10.28479968,D,2
14.36087568,D,2
7.364102694,D,2
10.65203761,D,2
16.72664548,D,2
6.815573622,D,2
12.1560304,D,2
10.77789882,D,2
12.72175551,D,2
8.552831995,D,2
11.71591028,D,2
11.98576272,D,2
13.46820575,D,2
10.67373897,D,2
11.86299176,D,2
9.715437744,D,2
11.73722369,D,2
9.93815494,D,2
9.362171398,D,2
11.32576623,D,2
13.28206505,D,2
9.789807224,D,2
11.78162665,D,2
13.96507026,D,2
12.31586231,D,2
9.104545241,D,2
9.499716627,D,2
11.73035085,D,2
14.94066311,D,2
12.25210007,D,2
11.79642455,D,2
13.02106571,D,2
12.89598216,D,2
9.838788376,D,2
12.70678602,D,2
12.04425123,D,2
11.83534387,D,2
9.819582518,D,2
9.327875269,D,2
9.563378355,D,2
12.30956784,D,2
9.833832076,D,2
12.87871711,D,2
9.969869391,D,2
9.8534476,D,2
11.37676261,D,2
12.04339024,D,2
13.14081929,D,2
13.00951545,D,2
11.31777527,D,2
9.14224438,D,2
8.983038997,D,2
13.06741896,D,2
15.10697423,D,2
11.09408644,D,2
11.47891501,D,2
12.25368275,D,2
9.59452798,D,2
7.985138732,D,2
13.73936408,D,2
10.79850959,D,2
14.16512464,D,2
11.58629292,D,2
12.14219314,D,2
9.35573293,D,2
9.657420193,D,2
10.65963299,D,2
12.23954306,D,2
11.34717974,D,2
10.70121685,D,2
11.90052937,D,2
12.0768475,D,2
12.41759816,D,2
14.23103943,D,2
8.940899188,D,2
11.04636426,D,2
12.17810199,D,2
11.43607605,D,2
8.716750978,D,2
12.4625228,D,2
13.43068174,D,2
10.27573206,D,2
12.9691156,D,2
9.798710591,D,2
10.75675927,D,2
9.616325573,D,2
10.28383354,D,2
9.717293497,D,2
9.753973523,D,2
11.04839921,D,2
12.4879145,D,2
6.73446774,D,2
9.435467335,D,2
8.939504321,D,2
13.81183326,D,2
10.43116785,D,2
14.23507073,D,2
8.401348387,D,2
7.180608981,D,2
10.85711319,D,2
11.20017015,D,2
12.2808105,D,2
13.84126686,D,2
12.14489663,D,2
11.3528857,D,2
9.473895445,D,2
12.09875085,D,2
12.96608722,D,2
11.05928308,D,2
10.13994833,D,2
10.62629325,D,2
13.01114078,D,2
12.74990383,D,2
11.71375995,D,2
8.381004529,D,2
10.67695171,D,2
14.28301526,D,2
12.70762323,D,2
15.25565312,D,2
12.1023343,D,2
15.30566759,D,2
14.66325899,D,2
14.52581476,D,2
12.14560194,D,2
8.76339959,D,2
13.78506167,D,2
15.55182257,D,2
11.15179883,D,2
10.69608691,D,2
9.795072031,D,2
8.702316315,D,2
5.998923173,D,2
7.885118263,D,2
16.50302999,D,2
13.27135466,D,2
12.59857154,D,2
11.69333865,D,2
9.456298592,D,2
10.58421453,D,2
11.74539896,D,2
12.53032764,D,2
11.44382942,D,2
5.80235706,D,2
12.03822943,D,2
8.866229376,D,2
8.741493366,D,2
11.37104448,D,2
12.25021848,D,2
8.970461277,D,2
11.58685522,D,2
11.78557082,D,2
10.66721891,D,2
10.48155086,D,2
14.50015895,D,2
11.66022346,D,2
8.965856814,D,2
12.69012032,D,2
10.31568852,D,2
10.00254298,D,2
13.90982007,D,2
14.3345011,D,2
9.669805499,D,2
10.67959083,D,2
10.27933133,D,2
12.05581234,D,2
14.03575321,D,2
13.03071352,D,2
9.974075333,D,2
11.38610589,D,2
11.26425955,D,2
11.97964195,D,2
10.48269534,D,2
11.15552522,D,2
12.38103653,D,2
12.16469057,D,2
10.73830265,D,2
12.30142215,D,2
11.00369609,D,2
11.11578926,D,2
11.29959881,D,2
12.10100764,D,2
11.16682171,D,2
12.00470621,D,2
9.269118088,D,2
10.25889182,D,2
11.95895611,D,2
11.84626467,D,2
10.91613368,D,2
12.51111133,D,2
12.44731343,D,2
12.89788231,D,2
9.880091094,D,2
9.468264457,D,2
11.52386468,D,2
12.23456956,D,2
4.428453101,D,2
12.6113093,D,2
14.49917634,D,2
14.28630769,D,2
11.3551329,D,2
10.41698157,D,2
10.11796241,D,2
11.09143611,D,2
10.88279383,D,2
9.977527008,D,2
8.328071722,D,2
10.3589866,D,2
10.79344323,D,2
11.11397422,D,2
9.076885299,D,2
10.81045967,D,2
13.38061259,D,2
12.67466937,D,2
14.75252075,D,2
14.79286259,D,2
14.49537682,D,2
11.8816489,D,2
9.898945635,D,2
10.6167285,D,2
9.198120851,D,2
7.926670001,D,2
10.85338566,D,2
13.49714046,D,2
11.93455955,D,2
11.22116271,D,2
10.20324166,D,2
8.913407047,D,2
9.128552511,D,2
10.53068053,D,2
14.67583663,D,2
9.403661218,D,2
13.86291553,D,2
11.8658549,D,2
12.11741045,D,2
8.256837909,D,2
8.992486376,D,2
11.41690808,D,2
11.69149459,D,2
9.777961469,D,2
10.63826929,D,2
11.01945144,D,2
7.980816027,D,2
11.9876123,D,2
10.19138883,D,2
8.553043008,D,2
12.83433094,D,2
11.39793382,D,2
10.68827241,D,2
7.341019435,D,2
13.21333338,D,2
8.916375088,D,2
10.9257696,D,2
12.85833757,D,2
12.85804703,D,2
8.316205852,D,2
14.3081671,D,2
11.76919839,D,2
12.75364036,D,2
11.11586977,D,2
12.99808048,D,2
13.32880156,D,2
10.87281794,D,2
15.74119206,D,2
12.37508916,D,2
9.901361218,D,2
14.45079742,D,2
13.51273289,D,2
10.90183585,D,2
9.798809824,D,2
9.802830071,D,2
11.50814149,D,2
11.51804104,D,2
10.34303102,D,2
9.067866226,D,2
15.85778234,D,2
12.99521578,D,2
13.96445899,D,2
10.34137554,D,2
12.26131912,D,2
12.04042355,D,2
10.53553876,D,2
9.491815236,D,2
13.16162767,D,2
11.64323789,D,2
8.650267092,D,2
11.30658371,D,2
14.14924984,D,2
9.986177085,D,2
10.98418391,D,2
9.258997989,D,2
9.201932305,D,2
11.1491646,D,2
14.90417821,D,2
11.40767932,D,2
11.4577935,D,2
10.3895047,D,2
10.42076978,D,2
10.4405292,D,2
13.15497021,D,2
13.4120508,D,2
9.820005188,D,2
13.81548712,D,2
9.541895736,D,2
11.43203877,D,2
10.48608096,D,2
9.473915073,D,2
11.04721863,D,2
11.37862634,D,2
9.536045434,D,2
9.214239155,D,2
13.8177323,D,2
11.32609545,D,2
11.19303856,D,2
10.98487606,D,2
8.9332027,D,2
14.03160045,D,2
9.405029019,D,2
13.00967253,D,2
11.99383035,D,2
10.17726447,D,2
8.77679626,D,2
8.023427635,D,2
10.66917773,D,2
9.486976746,D,2
12.57390343,D,2
12.20642851,D,2
7.990379731,D,2
11.49155936,D,2
10.2851156,D,2
12.79010272,D,2
10.86469834,D,2
12.21115121,D,2
15.34710103,D,2
12.37153263,D,2
9.20854614,D,2
9.670242389,D,2
12.29295375,D,2
11.15112874,D,2
12.38536482,D,2
8.560155504,D,2
6.995238097,D,2
8.324283117,D,2
13.36281198,D,2
12.18416267,D,2
10.57804495,D,2
11.60890956,D,2
12.85985063,D,2
10.75605015,D,2
10.32472891,D,2
8.757494041,D,2
11.7717531,D,2
9.946681532,D,2
8.569676079,D,2
10.98689668,D,2
15.08137637,D,2
14.69348511,D,2
11.5606234,D,2
9.254784236,D,2
13.83430307,D,2
6.631130346,D,2
11.83570632,D,2
10.94664956,D,2
12.48130168,D,2
9.107859654,D,2
11.63299094,D,2
10.36380481,D,2
8.417923767,D,2
12.80247031,D,2
12.22754508,D,2
12.66694748,D,2
11.0095976,D,2
12.96179696,D,2
9.629956069,D,2
10.5609221,D,2
9.960003285,D,2
13.65311787,D,2
13.2770995,D,2
9.324388054,D,2
14.38641027,D,2
12.11910827,D,2
11.77315309,D,2
10.27741377,D,2
6.792668691,D,2
7.618050763,D,2
12.6305655,D,2
8.880629814,D,2
10.00104104,D,2
11.88200644,D,2
3.936782708,D,2
8.981401667,D,2
12.72229117,D,2
14.04941528,D,2
12.62899793,D,2
10.01684026,D,2
14.63542848,D,2
9.990262027,D,2
11.16761474,D,2
11.65777049,D,2
9.18336727,D,2
15.17799467,D,2
7.701558256,D,2
12.78714002,D,2
9.150217897,D,2
9.74581323,D,2
14.07627444,D,2
12.46823941,D,2
10.36607757,D,2
7.565868651,D,2
10.58449975,D,2
10.31640524,D,2
10.7841414,D,2
10.42267298,D,2
11.8908802,D,2
13.02428837,D,2
10.492202,D,2
11.74633288,D,2
11.57031695,D,2
12.09734768,D,2
10.7407742,D,2
12.94362338,D,2
10.76702038,D,2
11.42173534,D,2
13.26274068,D,2
12.60323516,D,2
12.83464482,D,2
10.69778225,D,2
11.1081494,D,2
9.849314675,D,2
12.09277061,D,2
14.22442563,D,2
11.58668758,D,2
10.92947921,D,2
11.41270344,D,2
11.02426444,D,2
14.27027119,D,2
12.05031119,D,2
13.12230521,D,2
12.57288175,D,2
13.15516713,D,2
9.922504916,D,2
6.276017266,D,2
12.40213134,D,2
7.479698703,D,2
11.10315301,D,2
10.10676045,D,2
10.69686255,D,2
9.327053895,D,2
9.2251755,D,2
10.58842618,D,2
12.13145941,D,2
13.64302315,D,2
11.72837317,D,2
14.70877986,D,2
14.20504911,D,2
9.873988843,D,2
12.10927662,D,2
8.892059638,D,2
10.06111833,D,2
14.87801346,D,2
16.26762974,D,2
12.4601244,D,2
9.479150735,D,2
10.46377795,D,2
8.133009223,D,2
9.50923423,D,2
14.24504883,D,2
6.500615573,D,2
11.24253822,D,2
11.63257249,D,2
9.584379427,D,2
11.67384875,D,2
11.29525576,D,2
12.78606223,D,2
10.89660656,D,2
8.778352587,D,2
10.71117396,D,2
7.045440729,D,2
9.207894158,D,2
7.647070076,D,2
8.015139354,D,2
9.226830847,D,2
12.20159513,D,2
14.12918717,D,2
14.57861565,D,2
11.13623498,D,2
12.93653733,D,2
13.04315116,D,2
11.60124779,D,2
13.47302077,D,2
11.39868856,D,2
7.244726905,D,2
10.24956769,D,2
9.854283935,D,2
12.53379772,D,2
13.86392401,D,2
11.54449854,D,2
14.24886481,D,2
7.911704613,D,2
12.02855832,D,2
9.320093344,D,2
7.808438507,D,2
11.84962511,D,2
12.21583892,D,2
12.71921407,D,2
11.06820664,D,2
12.57295219,D,2
10.93266391,D,2
11.80623931,D,2
12.7635576,D,2
11.60563638,D,2
9.999162813,D,2
11.8098527,D,2
10.59543808,D,2
9.998518208,D,2
10.04648784,D,2
8.56320838,D,2
9.016375202,D,2
11.51320122,D,2
9.035204554,D,2
9.211787815,D,2
10.97948079,D,2
11.72034505,D,2
8.858230263,D,2
12.54250123,D,2
9.87168009,D,2
13.14628624,D,2
8.334677838,D,2
13.99143198,D,2
12.14034137,D,2
10.79662632,D,2
14.09723996,D,2
10.53044828,D,2
11.85879478,D,2
13.62608714,D,2
10.84329089,D,2
9.618729748,D,2
13.80277751,D,2
10.24481117,D,2
7.555258836,D,2
9.125152742,D,2
8.584542711,D,2
13.37008978,D,2
7.554239215,D,2
11.07216509,D,2
12.57262711,D,2
12.15411151,D,2
12.63300814,D,2
8.043407563,D,2
10.80751158,D,2
12.74482381,D,2
10.25482724,D,2
14.19511419,D,2
11.85953126,D,2
8.127307726,D,2
13.9988353,D,2
10.93772837,D,2
12.81905756,D,2
10.93281072,D,2
8.358714243,D,2
10.38213799,D,2
11.29368424,D,2
11.51045945,D,2
10.93573068,D,2
10.09799365,D,2
13.557645,D,2
12.70342072,D,2
12.50586063,D,2
9.775396888,D,2
10.06118131,D,2
10.41694939,D,2
12.89661493,D,2
8.992914467,D,2
9.159781238,D,2
15.79267331,D,2
13.03081433,D,2
12.47811236,D,2
8.707595777,D,2
10.58254195,D,2
8.172955195,D,2
12.2874212,D,2
11.27706736,D,2
13.07214701,D,2
12.07869741,D,2
11.71355115,D,2
12.96330408,D,2
13.87214291,D,2
9.824187518,D,2
10.56877561,D,2
9.635566854,D,2
11.59451481,D,2
10.67288794,D,2
12.81094329,D,2
9.197183181,D,2
17.16078382,D,2
11.81637264,D,2
11.5305673,D,2
10.68071824,D,2
9.666578619,D,2
6.124195971,D,2
9.025015833,D,2
10.61283153,D,2
9.027646299,D,2
7.151109187,D,2
10.11033171,D,2
12.0577153,D,2
9.136821181,D,2
8.275922764,D,2
11.545981,D,2
13.37138155,D,2
8.988069965,D,2
9.811641314,D,2
10.56316515,D,2
8.389875457,D,2
13.0938796,D,2
13.05979143,D,2
10.71712226,D,2
5.555181865,D,2
12.13654157,D,2
9.115601848,D,2
10.80073469,D,2
11.56846853,D,2
9.812838885,D,2
11.02342988,D,2
8.709794583,D,2
14.42648446,D,2
10.06473693,D,2
14.93118002,D,2
10.79506638,D,2
8.521891613,D,2
8.313727114,D,2
9.772789852,D,2
10.89148493,D,2
6.46019861,D,2
12.6111973,D,2
11.02783738,D,2
6.674658522,D,2
10.36045036,D,2
9.76862006,D,2
9.143287147,D,2
10.51699746,D,2
11.06895138,D,2
12.01289552,D,2
10.87763187,D,2
12.5491501,D,2
10.41989799,D,2
4.990982715,D,2
6.456214701,D,2
13.42254682,D,2
11.56681368,D,2
12.2960143,D,2
12.93296719,D,2
10.88656382,D,2
10.80851001,D,2
6.475721527,D,2
9.126212636,D,2
12.22414869,D,2
10.50447286,D,2
8.398207405,D,2
7.96983017,D,2
8.301171606,D,2
11.47734636,D,2
9.377925594,D,2
12.28580263,D,2
9.982700035,D,2
12.30722248,D,2
9.840819838,D,2
11.21463298,D,2
10.59734617,D,2
11.56552896,D,2
10.7097628,D,2
10.10429845,D,2
11.60174077,D,2
11.14683491,D,2
11.85310821,D,2
15.44770293,D,2
13.82032044,D,2
9.132636826,D,2
11.87448113,D,2
10.09710344,D,2
10.55334714,D,2
9.870327127,D,2
12.67484371,D,2
12.03972113,D,2
14.66619682,D,2
8.367231459,D,2
10.96077188,D,2
7.924571922,D,2
6.307162884,D,2
11.0640486,D,2
10.33414143,D,2
10.18403272,D,2
9.488604262,D,2
10.57207441,D,2
7.404045852,D,2
12.88058238,D,2
11.70949157,D,2
9.540134591,D,2
11.64934868,D,2
8.969880841,D,2
15.48755892,D,2
12.85144374,D,2
10.27606237,D,2
13.22232732,D,2
12.92285248,D,2
13.08461886,D,2
13.81184334,D,2
13.1025917,D,2
8.489661284,D,2
4.403924974,D,2
8.990388495,D,2
11.53166822,D,2
12.38884502,D,2
8.590043074,D,2
10.42811395,D,2
13.41758525,D,2
10.50130306,D,2
10.29423514,D,2
8.803603177,D,2
13.97587973,D,2
15.70876972,D,2
10.46497593,D,2
12.37213127,D,2
12.72747723,D,2
9.044803875,D,2
7.605214746,D,2
8.083160014,D,2
9.180372458,D,2
10.86364521,D,2
13.6277955,D,2
8.638171258,D,2
14.61271956,D,2
13.30724369,D,2
12.98067092,D,2
11.78653023,D,2
9.660424995,D,2
10.29228486,D,2
13.65928061,D,2
7.648874276,D,2
11.27578358,D,2
8.680283545,D,2
12.85569506,D,2
13.59118635,D,2
11.41106532,D,2
9.750694565,D,2
10.58391718,D,2
9.747977901,D,2
11.90795357,D,2
5.752294883,D,2
13.37900065,D,2
11.5292027,D,2
11.79823237,D,2
9.801053475,D,2
9.596404833,D,2
12.4403584,D,2
11.1966161,D,2
9.645979952,D,2
13.34617712,D,2
12.45509065,D,2
11.48588903,D,2
10.03082136,D,2
9.201625099,D,2
10.24661621,D,2
10.68282928,D,2
9.588330616,D,2
11.63764622,D,2
10.2494655,D,2
10.50373887,D,2
16.18290899,D,2
9.035329242,D,2
13.02803911,D,2
9.127799312,D,2
8.509406842,D,2
8.780789796,D,2
11.00612221,D,2
9.093863653,D,2
11.70923456,D,2
11.35422093,D,2
13.29167838,D,2
14.68574295,D,2
12.32525029,D,2
9.825708908,D,2
11.88099582,D,2
10.55744928,D,2
12.14974893,D,2
9.755658468,D,2
10.9905808,D,2
8.84007836,D,2
11.11901621,D,2
12.21858355,D,2
5.965943617,D,2
8.146549977,D,2
7.259148049,D,2
9.779496731,D,2
8.62763341,D,2
13.7887959,D,2
11.63466198,D,2
7.980055516,D,2
9.706958115,D,2
13.04152142,D,2
10.40382868,D,2
12.16113735,D,2
10.09560705,D,2
10.93430163,D,2
10.20443727,D,2
12.37643571,D,2
9.169954316,D,2
15.09056328,D,2
12.72424922,D,2
10.84674023,D,2
11.58628496,D,2
10.51882759,D,2
10.18903146,D,2
10.05698012,D,2
10.25784479,D,2
8.294837506,D,2
12.44367088,D,2
12.91693036,D,2
12.66689981,D,2
8.653327343,D,2
10.46646974,D,2
9.459690401,D,2
14.24839581,D,2
11.36094141,D,2
14.11787168,D,2
9.789670886,D,2
7.847372861,D,2
11.83730656,D,2
10.7424839,D,2
8.888024708,D,2
8.992972653,D,2
14.10811556,D,2
11.78436685,D,2
13.11545902,D,2
12.21579026,D,2
10.12231772,D,2
13.40093578,D,2
8.470384802,D,2
13.55472056,D,2
11.11328464,D,2
16.04159398,D,2
11.91544716,D,2
8.203953754,D,2
12.19066082,D,2
11.7042542,D,2
7.809818289,D,2
13.74820725,D,2
10.38356403,D,2
7.232734348,D,2
13.13627791,D,2
11.84699443,D,2
7.759264856,D,2
9.944624979,D,2
12.57009607,D,2
12.61477841,D,2
10.34488056,D,2
10.45583609,D,2
10.24381313,D,2
8.418243469,D,2
12.26711738,D,2
9.993257182,D,2
11.62656964,D,2
13.01591129,D,2
13.49616018,D,2
9.408512047,D,2
14.66658846,D,2
11.27901376,D,2
17.4555951,D,2
11.91519925,D,2
8.568483105,D,2
9.822003593,D,2
11.812948,D,2
14.59611162,D,2
14.58927412,D,2
14.66007678,D,2
8.383291989,D,2
15.43119697,D,2
15.41193364,D,2
9.106298434,D,2
10.8791168,D,2
10.86034101,D,2
10.86658251,D,2
12.3347206,D,2
12.58021293,D,2
12.72019734,D,2
9.324486027,D,2
6.088443258,D,2
12.13247321,D,2
8.368441823,D,2
8.623321012,D,2
13.49598963,D,2
9.194759984,D,2
10.01605059,D,2
9.76322752,D,2
9.920815797,D,2
8.918106746,D,2
13.97132402,D,2
12.44800595,D,2
12.94959763,D,2
11.01857125,D,2
14.66863883,D,2
7.419099937,D,2
10.16809402,D,2
9.782163275,D,2
15.90469044,D,2
12.96213629,D,2
10.72759726,D,2
12.15534272,D,2
14.30538465,D,2
6.105941331,D,2
11.25948852,D,2
9.427151285,D,2
10.34247386,D,2
11.99374454,D,2
7.626194974,D,2
12.7323563,D,2
10.94525192,D,2
13.09824116,D,2
11.58676093,D,2
12.58856888,D,2
12.26905027,D,2
7.597979915,D,2
7.68717092,D,2
12.3623635,D,2
8.735021165,D,2
9.605830391,D,2
9.06002063,D,2
14.38252118,D,2
11.65571193,D,2
12.72940049,D,2
12.05958166,D,2
12.43857818,D,2
10.73694244,D,2
12.61450152,D,2
13.30195221,D,2
9.900807731,D,2
12.38063307,D,2
11.83227187,D,2
12.6091612,D,2
13.06537195,D,2
14.11060969,D,2
9.017280381,D,2
10.0723944,D,2
12.30092161,D,2
8.144878505,D,2
12.43131937,D,2
11.55617884,D,2
9.492265466,D,2
14.91689507,D,2
11.47690261,D,2
10.14062538,D,2
10.44595792,D,2
14.01650005,D,2
12.06964409,D,2
9.580326683,D,2
7.865398435,D,2
12.23830987,D,2
12.95877895,D,2
12.37887397,D,2
11.32360227,D,2
11.44759748,D,2
12.3058103,D,2
8.018018936,D,2
9.397218123,D,2
8.025818433,D,2
8.022927511,D,2
10.54428951,D,2
11.12050384,D,2
9.993719187,D,2
6.511889577,D,2
10.32522584,D,2
11.76006859,D,2
14.88268808,D,2
12.6606807,D,2
12.78045617,D,2
13.82535049,D,2
13.74417465,D,2
11.08808094,D,2
12.30582948,D,2
11.53636649,D,2
9.474573489,D,2
12.12111995,D,2
6.854671922,D,2
12.26941943,D,2
13.89386105,D,2
8.750199139,D,2
13.34464622,D,2
12.82442139,D,2
14.43710629,D,2
10.85607339,D,2
7.825968157,D,2
11.27181886,D,2
13.6684367,D,2
10.75266847,D,2
11.46310063,D,2
12.41333226,D,2
11.725416,D,2
9.696257314,D,2
12.92627393,D,2
10.20616238,D,2
11.09249654,D,2
8.597407124,D,2
5.694519143,D,2
9.078273458,D,2
10.35847596,D,2
14.11221707,D,2
9.627290483,D,2
10.24674779,D,2
9.998853378,D,2
11.5231004,D,2
15.13840074,D,2
13.09605507,D,2
11.2119387,D,2
9.862586814,D,2
10.45665698,D,2
10.92488231,D,2
11.50617604,D,2
6.794272237,D,2
13.21495467,D,2
8.171524142,D,2
13.94669646,D,2
13.2375768,D,2
12.92598195,D,2
8.413233055,D,2
11.71855299,D,2
12.99596943,D,2
10.79009161,D,2
12.55149161,D,2
8.883416988,D,2
13.17029328,D,2
12.21498262,D,2
13.44537014,D,2
10.68333128,D,2
10.58541605,D,2
10.17553817,D,2
9.801210015,D,2
10.3152713,D,2
6.554194886,D,2
12.49435468,D,2
9.631224693,D,2
11.34395262,D,2
15.14487748,D,2
8.818391305,D,2
13.73938444,D,2
9.841921776,D,2
11.81129656,D,2
10.34720895,D,2
10.28031239,D,2
6.987120494,D,2
13.13304493,D,2
11.59354052,D,2
11.79099678,D,2
9.599247138,D,2
8.321933314,D,2
8.526616941,D,2
11.65231975,D,2
10.40257387,D,2
11.3931662,D,2
11.59627601,D,2
7.626299964,D,2
15.79796091,D,2
11.00218724,D,2
10.05453128,D,2
11.11839413,D,2
8.723845488,D,2
12.47784074,D,2
10.92357007,D,2
13.07920712,D,2
10.93419076,D,2
8.251588735,D,2
8.132406237,D,2
4.743314271,D,2
11.68294774,D,2
5.480384822,D,2
12.22588558,D,2
8.4699517,D,2
7.957421552,D,2
9.233026131,D,2
11.2599503,D,2
10.88335365,D,2
10.10441737,D,2
9.54628609,D,2
11.1367427,D,2
14.8454885,D,2
8.343257202,D,2
13.97464632,D,3
4.525516693,D,3
15.05564721,D,3
12.51662375,D,3
14.64056079,D,3
13.9325228,D,3
13.08025827,D,3
11.37629629,D,3
8.152037659,D,3
14.43236611,D,3
9.094315423,D,3
11.07806749,D,3
12.79612812,D,3
9.889086442,D,3
15.4059029,D,3
10.90068105,D,3
8.727752461,D,3
8.270018465,D,3
13.56500495,D,3
12.08244469,D,3
8.568802862,D,3
12.15847737,D,3
11.10204354,D,3
14.6199489,D,3
10.65024219,D,3
13.09045606,D,3
11.3306944,D,3
8.422537638,D,3
10.72907291,D,3
8.289271813,D,3
11.50647408,D,3
7.567610952,D,3
10.26419021,D,3
16.00234059,D,3
8.681992847,D,3
9.460231246,D,3
9.759645459,D,3
10.21314337,D,3
11.94686626,D,3
7.786287628,D,3
10.84838601,D,3
15.28209099,D,3
9.41040165,D,3
12.88456043,D,3
9.382701708,D,3
7.997437056,D,3
13.21211553,D,3
11.08437994,D,3
11.67440835,D,3
11.11155226,D,3
7.911597922,D,3
12.32092683,D,3
11.54879559,D,3
10.82308248,D,3
9.129228696,D,3
14.23075843,D,3
